留恋		
		
奄然却归无。	Sadness	
裸送不以衣，	Sadness	
瘗埋于中衢。	Sadness	
乳母抱出门，	Sadness	
所生亦随呼。	Sadness	
婴孩无哭仪，	Sadness	
礼经不可逾。	Sadness	
亲戚相问时，	Sadness	
抑悲空叹吁。	Sadness	
襁褓在旧床，	Sadness	
每见立踟蹰。	Sadness	
静思益伤情，	Nostalgia	Sadness
畏老为独夫。	Nostalgia	Sadness
		
		
长门怨三首		
		
雨滴长门秋夜长，	Sadness	
愁心和雨到昭阳。	Sadness	
泪痕不学君恩断，	Sadness	
拭却千行更万行。	Sadness	
		
宫殿沈沈月欲分，	Sadness	
昭阳更漏不堪闻。	Sadness	
珊瑚枕上千行泪，	Sadness	Annoyance
不是思君是恨君。	Sadness	Annoyance
		
蝉鬓慵梳倚帐门，	Sadness	
蛾眉不扫惯承恩。	Sadness	
旁人未必知心事，	Sadness	
一面残妆空泪痕。	Sadness	
		
		
《素梅 十七》		
		
天寒江国霜如雪，	Sadness	
草木无情尽摧折。	Sadness	
不知春意到江南，	Sadness	
疏影横斜半窗月。	Sadness	
		
		
湖南正初招李郢秀才		
		
行乐及时时已晚，	Sadness	
对酒当歌歌不成。	Sadness	
千里暮山重叠翠，	Sadness	
一溪寒水浅深清。	Sadness	
高人以饮为忙事，	Vitality	
浮世除诗尽强名。	Vitality	
看著白蘋芽欲吐，	Vitality	
雪舟相访胜闲行。	Vitality	
		
		
雁门太守行		
		
黑云压城城欲摧，	Uneasiness	
甲光向日金鳞开。	Uneasiness	
角声满天秋色里，	Uneasiness	
塞上燕脂凝夜紫。	Uneasiness	
半卷红旗临易水，	Uneasiness	
霜重鼓寒声不起。	Uneasiness	
报君黄金台上意，	Awe / Sublime	
提携玉龙为君死。	Awe / Sublime	
		
		
点绛唇		
		
金谷年年，	Sadness	
乱生春色谁为主？	Sadness	
余花落处，	Sadness	
满地和烟雨。	Sadness	
又是离歌，	Sadness	
一阕长亭暮。	Sadness	
王孙去，	Sadness	
萋萋无数，	Sadness	
南北东西路。	Sadness	
		
		
《题画诗（九首）》		
		
竹杖芒鞋一径深，	Beauty / Joy	
小桥晴涨泻松阴。	Beauty / Joy	
隔江亭子是何处，	Beauty / Joy	
红叶白云秋满林。	Beauty / Joy	
		
		
和陆明府赠将军重出塞		
		
忽闻天上将，	Vitality	
关塞重横行。	Vitality	
始返楼兰国，	Vitality	
还向朔方城。	Vitality	
黄金装战马，	Vitality	
白羽集神兵。	Vitality	
星月开天阵，	Vitality	
山川列地营。	Vitality	
晚风吹画角，	Vitality	
春色耀飞旌。	Vitality	
宁知班定远，	Vitality	
犹是一书生。	Vitality	
		
		
经破薛举战地		
		
昔年怀壮气，	Nostalgia	Beauty / Joy
提戈初仗节。	Nostalgia	Beauty / Joy
心随朗日高，	Nostalgia	Beauty / Joy
志与秋霜洁。	Nostalgia	Beauty / Joy
移锋惊电起，	Uneasiness	
转战长河决。	Uneasiness	
营碎落星沉，	Uneasiness	
阵卷横云裂。	Uneasiness	
一挥氛沴静，	Uneasiness	
再举鲸鲵灭。	Uneasiness	
于兹俯旧原，	Sadness	
属目驻华轩。	Sadness	
沉沙无故迹，	Sadness	
减灶有残痕。	Sadness	
浪霞穿水净，	Beauty / Joy	
峰雾抱莲昏。	Beauty / Joy	
世途亟流易，	Awe / Sublime	
人事殊今昔。	Awe / Sublime	
长想眺前踪，	Beauty / Joy	
抚躬聊自适。	Beauty / Joy	
		
		
祖席		
		
淮南悲木落，	Sadness	
而我独伤秋。	Sadness	
况与故人别，	Sadness	
那堪羁宦愁。	Sadness	
荣华今异路，	Sadness	
风雨苦同忧。	Sadness	
莫以宜春远，	Vitality	
江山多胜游。	Vitality	
		
		
赋得古原草送别		
		
离离原上草，	Beauty / Joy	
一岁一枯荣。	Beauty / Joy	
野火烧不尽，	Beauty / Joy	Vitality
春风吹又生。	Beauty / Joy	Vitality
远芳侵古道，	Beauty / Joy	
晴翠接荒城。	Beauty / Joy	
又送王孙去，	Sadness	
萋萋满别情。	Sadness	
		
		
严子陵		
		
严陵情性是真狂，	Uneasiness	
抵触三公傲帝王。	Uneasiness	
不怕旧交嗔僭越，	Uneasiness	
唤他侯霸作君房。	Uneasiness	
		
		
中秋近愿晴		
		
生如蝼蚁事如麻，	Sadness	
有菜无盐是几家。	Sadness	
无限容光通照处，	Vitality	
良晨莫遣片云遮。	Vitality	
		
		
田家行		
		
男声欣欣女颜悦，	Beauty / Joy	Suspense
人家不怨言语别。	Beauty / Joy	Suspense
五月虽热麦风清，	Beauty / Joy	
檐头索索缲车鸣。	Beauty / Joy	
野蚕作茧人不取，	Beauty / Joy	
叶间扑扑秋蛾生。	Beauty / Joy	
麦收上场绢在轴，	Sadness	
的知输得官家足。	Sadness	
不望入口复上身，	Sadness	
且免向城卖黄犊。	Sadness	
回家衣食无厚薄，	Sadness	Humor
不见县门身即乐。	Sadness	Humor
		
		
感皇恩		
		
小阁倚秋空，	Beauty / Joy	
下临江渚。	Beauty / Joy	
漠漠孤云未成雨。	Beauty / Joy	
数声新雁，	Beauty / Joy	
回首杜陵何处。	Beauty / Joy	
壮心空万里，	Sadness	Vitality
人谁许。	Sadness	Vitality
黄合紫枢，	Sadness	
筑坛开府，	Sadness	
莫怕功名欠人做。	Sadness	
如今熟计，	Sadness	
只有故乡归路。	Sadness	
石帆山脚下，	Sadness	
菱三亩。	Sadness	
		
		
千秋岁引		
		
别馆寒砧，	Sadness	
孤城画角，	Sadness	
一派秋声入寥廓。	Sadness	
东归燕从海上去，	Sadness	
南来雁向沙头落。	Sadness	
楚台风，	Nostalgia	Sadness
庾楼月，	Nostalgia	Sadness
宛如昨。	Nostalgia	Sadness
无奈被些名利缚，	Sadness	Annoyance
无奈被他情担阁！	Sadness	Annoyance
可惜风流总闲却！	Sadness	Annoyance
当初谩留华表语，	Sadness	Annoyance
而今误我秦楼约。	Sadness	Annoyance
梦阑时，	Sadness	
酒醒后，	Sadness	
思量着。	Sadness	
		
		
《好事近 中州乐府元德明词内附》		
		
谁打玉川门，	Beauty / Joy	
白娟斜封团月。	Beauty / Joy	
晴日小窗活火，	Beauty / Joy	
响一壶春雪。	Beauty / Joy	
可怜桑一生颠，	Sadness	
文字更清绝。	Sadness	
直拟驾风归去，	Vitality	
把三山登彻。	Vitality	
		
		
偈颂五十一首		
		
不动本位，	Awe / Sublime	
瑞应人间。	Awe / Sublime	
冠群灵而首出，	Awe / Sublime	
摄大千於毫端。	Awe / Sublime	
万彙熙熙兮春台之乐，	Awe / Sublime	
万邦纳纳兮磐石之安。	Awe / Sublime	
		
		
西江月		
		
宝髻松松挽就，	Beauty / Joy	
铅华淡淡妆成。	Beauty / Joy	
青烟翠雾罩轻盈。	Beauty / Joy	
飞絮游丝无定。	Beauty / Joy	
相见争如不见，	Sadness	
有情何似无情。	Sadness	
笙歌散后酒初醒。	Sadness	
深院月斜人静。	Sadness	
		
		
寄李儋元锡		
		
去年花里逢君别，	Nostalgia	Beauty / Joy
今日花开又一年。	Nostalgia	Beauty / Joy
世事茫茫难自料，	Sadness	
春愁黯黯独成眠。	Sadness	
身多疾病思田里，	Sadness	
邑有流亡愧俸钱。	Sadness	
闻道欲来相问讯，	Vitality	
西楼望月几回圆。	Vitality	
		
		
襄阳早秋寄岑侍郎		
		
江城秋气早，	Suspense	
旭旦坐南闱。	Suspense	
落叶惊衰鬓，	Sadness	
清霜换旅衣。	Sadness	
时来矜早达，	Sadness	
事往觉前非。	Sadness	
体道徒推理，	Sadness	
防身终昧微。	Sadness	
故人金华省，	Awe / Sublime	
肃穆秉天机。	Awe / Sublime	
谁念江汉广，	Sadness	
蹉跎心事违。	Sadness	
